IR Value,Red Value
7697,10592
7697,10592
7697,10592
7715,10616
7724,10631
7734,10640
7740,10653
7736,10647
7746,10657
7738,10653
7746,10656
7749,10663
7746,10656
7754,10667
7747,10660
7751,10669
7755,10672
7750,10665
7759,10676
7762,10683
7771,10698
7772,10697
7780,10705
7768,10697
7781,10708
7776,10706
7777,10704
7784,10716
7777,10706
7787,10719
7774,10720
7793,10727
7790,10728
7800,10737
7802,10741
7813,10753
7803,10748
7811,10750
7813,10756
7806,10752
7816,10759
7811,10754
7817,10762
7820,10765
7812,10759
7824,10769
7816,10765
7822,10770
7828,10777
7833,10785
7839,10791
7848,10803
7838,10795
7847,10801
7844,10801
7842,10798
7851,10809
7841,10802
7856,10809
7851,10810
7849,10810
7858,10817
7849,10809
7858,10822
7853,10818
7860,10826
7871,10835
7860,10829
7871,10837
7870,10838
7865,10831
7874,10842
7866,10836
7875,10843
7877,10847
7871,10841
7881,10849
7871,10844
7879,10852
7882,10855
7874,10848
7886,10857
7878,10856
7884,10857
7888,10863
7880,10855
7893,10868
7897,10875
7903,10878
7898,10880
7899,10882
7903,10888
7891,10876
7909,10889
7903,10886
7903,10886
7907,10891
7901,10885
7915,10895
7909,10893
7906,10894
7913,10899
7903,10892
7915,10901
7914,10903
7916,10907
7920,10914
7931,10923
7922,10917
7929,10923
7932,10924
7926,10917
7934,10930
7929,10926
7934,10929
7935,10933
7929,10926
7941,10936
7933,10931
7939,10939
7940,10941
7935,10933
7945,10943
7949,10950
7955,10958
7956,10961
7955,10962
7962,10966
7952,10963
7963,10971
7960,10970
7957,10964
7965,10974
7956,10967
7968,10977
7964,10974
7971,10980
7975,10986
7981,10995
7976,10992
7984,10998
7976,10994
7983,10998
7985,11003
7987,11003
7990,11010
7982,11003
7992,11013
7996,11019
7999,11022
7998,11024
8000,11023
8002,11027
7991,11018
8005,11027
8001,11023
7999,11027
8003,11029
7997,11024
8011,11032
8008,11032
8002,11031
8011,11037
8003,11033
8013,11039
8010,11043
8011,11042
8015,11047
8026,11057
8015,11052
8024,11058
8025,11059
8019,11053
8027,11061
8020,11057
8026,11062
8032,11067
8021,11059
8032,11070
8028,11065
8031,11068
8034,11071
8027,11063
8035,11072
8042,11082
8043,11083
8040,11084
8042,11086
8046,11091
8036,11076
8048,11087
8045,11085
8040,11086
8045,11090
8055,11102
8045,11092
8055,11100
8053,11102
8055,11106
8063,11112
8059,11110
8068,11120
8061,11115
8069,11120
8070,11123
8062,11115
8074,11126
8068,11123
8071,11125
8073,11126
8065,11121
8077,11131
8071,11127
8074,11133
8079,11137
8082,11139
8087,11147
8076,11136
8086,11145
8083,11146
8085,11142
8090,11150
8079,11143
8090,11150
8086,11152
8086,11147
8093,11157
8083,11146
8094,11157
8091,11156
8089,11153
8091,11156
8102,11169
8096,11163
8105,11173
8104,11172
8108,11176
8106,11178
8099,11167
8111,11181
8104,11176
8110,11179
8112,11183
8102,11172
8112,11184
8107,11181
8111,11183
8114,11189
8119,11194
8123,11201
8111,11188
8119,11193
8125,11201
8124,11198
8122,11200
8131,11207
8120,11199
8128,11204
8126,11205
8124,11201
8128,11208
8126,11202
8142,11223
8143,11231
8220,11334
8260,11393
8220,11336
8192,11294
8155,11250
8116,11190
8131,11210
8167,11258
8203,11308
8167,11266
8139,11220
8153,11242
8177,11277
8187,11290
8156,11249
8164,11259
8172,11268
8185,11286
8171,11271
8173,11267
8170,11268
8176,11277
8185,11286
8170,11268
8174,11271
8176,11276
8180,11282
8185,11284
8170,11266
8182,11280
8181,11283
8184,11286
8186,11290
8181,11282
8192,11294
8185,11289
8192,11291
8191,11294
8185,11289
8193,11299
8187,11293
8190,11298
8193,11297
8186,11291
8196,11301
8198,11306
8200,11306
8197,11306
8202,11309
8206,11314
8196,11303
8204,11314
8200,11309
8201,11309
8208,11317
8198,11308
8206,11314
8203,11315
8205,11314
8204,11316
8206,11320
8215,11325
8206,11316
8214,11327
8213,11326
8209,11321
8216,11328
8208,11322
8217,11332
8216,11330
8209,11323
8218,11333
8213,11328
8218,11332
8220,11335
8211,11323
8222,11337
8224,11339
8221,11341
8225,11345
8224,11342
8230,11347
8221,11340
8232,11353
8225,11347
8225,11344
8231,11350
8223,11344
8237,11352
8228,11351
8229,11349
8230,11351
8230,11353
8240,11365
8234,11360
8238,11364
8235,11361
8233,11356
8245,11367
8233,11358
8239,11363
8241,11363
8239,11359
8248,11367
8237,11361
8243,11365
8241,11364
8236,11362
8246,11374
8241,11365
8245,11374
8253,11380
8243,11370
8249,11376
8243,11371
8248,11375
8254,11386
8243,11372
8253,11380
8248,11373
8250,11379
8256,11387
8247,11378
8256,11383
8251,11380
8253,11381
8258,11388
8248,11378
8257,11389
8253,11384
8254,11384
8257,11387
8259,11393
8266,11401
8255,11389
8266,11398
8266,11400
8260,11394
8269,11402
8261,11396
8269,11403
