IR Value,Red Value
4136,5267
4135,5267
4140,5269
4138,5272
4136,5268
4142,5273
4135,5268
4140,5270
4134,5269
4136,5270
4137,5268
4137,5271
4139,5269
4137,5271
4138,5269
4137,5272
4137,5268
4136,5270
4135,5268
4139,5270
4140,5271
4138,5270
4139,5268
4138,5272
4139,5270
4139,5270
4137,5270
4137,5267
4139,5270
4138,5266
4139,5272
4138,5270
4139,5270
4140,5271
4140,5272
4138,5270
4139,5273
4138,5269
4139,5270
4138,5267
4138,5270
4137,5269
4140,5271
4137,5269
4136,5269
4136,5269
4141,5270
4135,5267
4141,5273
4136,5270
4141,5273
4138,5270
4143,5275
4135,5264
4141,5273
4138,5269
4138,5272
4136,5269
4139,5271
4139,5270
4138,5271
4139,5272
4137,5270
4139,5272
4138,5271
4138,5271
4142,5271
4141,5272
4139,5272
4140,5272
4139,5270
4143,5273
4143,5273
4139,5270
4142,5277
4139,5271
4141,5275
4139,5269
4143,5276
4138,5267
4143,5275
4138,5271
4141,5275
4140,5273
4141,5273
4139,5271
4141,5275
4137,5269
4142,5273
4138,5270
4141,5275
4139,5271
4141,5276
4140,5273
4144,5275
4138,5270
4141,5272
4141,5274
4139,5272
4138,5269
4141,5273
4142,5273
4141,5274
4140,5272
4141,5272
4140,5273
4140,5274
4139,5271
4139,5270
4137,5270
4140,5271
4140,5272
4142,5276
4146,5277
4144,5276
4143,5274
4142,5275
4139,5272
4142,5274
4141,5272
4142,5274
4143,5278
4144,5275
4145,5279
4140,5274
4142,5274
4138,5271
4140,5272
4140,5272
4143,5274
4143,5276
4144,5275
4144,5275
4142,5276
4140,5273
4142,5274
4139,5273
4141,5272
4143,5275
4143,5275
4142,5276
4141,5275
4143,5274
4141,5275
4142,5276
4139,5274
4144,5277
4143,5275
4146,5277
4141,5274
4142,5275
4138,5274
4140,5274
4140,5274
4142,5272
4143,5276
4145,5277
4144,5277
4142,5277
4144,5278
4140,5271
4142,5275
4140,5272
4145,5277
4141,5275
4144,5275
4143,5275
4140,5274
4142,5272
4142,5272
4141,5273
4141,5274
4143,5278
4141,5275
4146,5277
4141,5271
4143,5277
4139,5274
4141,5274
4142,5277
4142,5277
4142,5273
4145,5277
4143,5276
4142,5275
4142,5275
4138,5272
4142,5274
4140,5273
4143,5273
4142,5275
4143,5274
4143,5274
4142,5273
4140,5274
4142,5273
4140,5274
4142,5274
4142,5276
4141,5274
4144,5276
4140,5271
4143,5272
4139,5271
4139,5272
4143,5273
4141,5273
4142,5274
4141,5274
4144,5273
4142,5274
4142,5273
4141,5275
4141,5276
4143,5276
4142,5275
4143,5276
4142,5274
4142,5275
4142,5272
4142,5275
4141,5274
4142,5274
4142,5275
4145,5276
4141,5273
4145,5275
4140,5273
4143,5277
4140,5273
4143,5275
4141,5274
4141,5275
4145,5278
4143,5277
4142,5277
4142,5273
4142,5273
4145,5278
4142,5275
4142,5278
4143,5274
4145,5276
4141,5275
4142,5274
4143,5276
4143,5277
4142,5274
4145,5275
4145,5274
4142,5275
4144,5276
4143,5273
4143,5276
4140,5276
4145,5276
4140,5272
4142,5275
4144,5276
4145,5277
4146,5277
4147,5281
4142,5273
4143,5275
4141,5274
4143,5274
4145,5277
4143,5277
4146,5279
4145,5279
4146,5281
4143,5274
4146,5278
4142,5275
4143,5275
4145,5277
4144,5277
4147,5279
4144,5274
4146,5277
4142,5274
4145,5275
4142,5274
4144,5278
4144,5278
4146,5278
4147,5278
4144,5276
4143,5277
4142,5274
4144,5277
4143,5275
4145,5280
4144,5278
4147,5278
4143,5277
4145,5275
4143,5275
4143,5275
4144,5278
4144,5276
4146,5279
4145,5275
4146,5281
4143,5274
4146,5279
4143,5276
4144,5277
4144,5277
4142,5275
4145,5277
4141,5274
4143,5276
4145,5276
4146,5277
4143,5276
4147,5278
4145,5276
4143,5275
4148,5279
4140,5273
4145,5279
4142,5276
4145,5280
4145,5276
4145,5279
4142,5275
4146,5279
4141,5276
4146,5279
4146,5276
4147,5277
4145,5276
4147,5277
4144,5276
4146,5279
4144,5275
4145,5278
4146,5280
4145,5276
4146,5280
4143,5275
4145,5278
4143,5273
4143,5277
4142,5273
4146,5279
4148,5277
4145,5278
4145,5278
4145,5277
4147,5281
4143,5276
4147,5280
4142,5277
4147,5277
4147,5277
4143,5279
4149,5281
4145,5275
4147,5282
4147,5281
4143,5278
4145,5277
4144,5277
4145,5277
4145,5278
4143,5277
4146,5278
4144,5278
4146,5279
4143,5273
4148,5279
4144,5275
4149,5282
4144,5275
4147,5283
4145,5278
4147,5281
4143,5274
4146,5277
4144,5276
4146,5277
4145,5277
4145,5280
4147,5280
4147,5279
4146,5280
4144,5277
4145,5279
4146,5276
4145,5279
4147,5281
4145,5276
4147,5281
4145,5278
4147,5281
4146,5278
4147,5282
4144,5281
4146,5278
4147,5280
4147,5280
4143,5279
4146,5278
4145,5278
4148,5280
4146,5278
4146,5279
4147,5280
